cmpid, context, order, belong, p, op, condition, is_desirable, offsets, state
3623458478, 311052, 327682, 15307, 65535, 511, 2, 4d, 49, false, , OneByte
3623458478, 311052, 393218, 15307, 65535, 511, 0, 4d, 42, false, 14-15, Unsolvable
2280487076, 311052, 2, 15307, 65535, 288, 2, 59, 4d, false, , OneByte
3623454419, 884150, 2, 15310, 65535, 294, 2, 90, ff, true, , OneByte
1442106695, 311052, 1, 15313, 65535, 32, 2, 59, 73, false, , OneByte
3343731315, 311052, 1, 16877, 65535, 32, 0, 61, 0, false, 14-15, Unsolvable
3344377290, 311052, 1, 15318, 65535, 32, 2, 0, 0, true, , OneByte
3623487320, 311052, 1, 15318, 65535, 294, 2, 90, ff, true, , OneByte
2280469355, 311052, 1, 15318, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 311052, 1, 15314, 65535, 511, 2, 59, 43, true, , OneByte
3623468114, 311052, 65537, 15318, 65535, 511, 2, 43, 53, true, , OneByte
1645617483, 72803, 1, 15315, 65535, 32, 2, 4d, 5f, false, , OneByte
641885154, 72803, 1, 15322, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 72803, 1, 15322, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 72803, 1, 15315, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 72803, 1, 15315, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 72803, 1, 15315, 65535, 294, 2, 90, ff, true, , OneByte
1645617483, 612318, 1, 15317, 65535, 32, 2, 4d, 5f, false, , OneByte
641885154, 612318, 1, 15326, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 612318, 1, 15326, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 612318, 1, 15317, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 612318, 1, 15317, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 612318, 1, 15317, 65535, 294, 2, 90, ff, true, , OneByte
28810767, 878688, 1, 15330, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 878688, 1, 15330, 65535, 288, 2, 4, 0, true, , OneByte
2546232870, 443069, 1, 15331, 65535, 32, 0, 4c, 0, false, 13-14, Unsolvable
3623458478, 443069, 1, 15331, 65535, 511, 2, 4c, 43, true, , OneByte
3623458478, 443069, 65537, 15331, 65535, 511, 2, 4c, 4e, true, , OneByte
3623458478, 443069, 131073, 15331, 65535, 511, 2, 4c, 4d, true, , OneByte
3623458478, 443069, 196609, 15331, 65535, 511, 2, 4c, 58, true, , OneByte
3623458478, 443069, 262145, 15331, 65535, 511, 2, 4c, 59, true, , OneByte
3623458478, 443069, 327681, 15331, 65535, 511, 2, 4c, 49, true, , OneByte
3623458478, 443069, 393217, 15331, 65535, 511, 2, 4c, 42, true, , OneByte
3623454353, 878688, 1, 15333, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 878688, 1, 15333, 65535, 294, 2, 90, ff, true, , OneByte
1645617483, 732273, 1, 15336, 65535, 32, 2, 30, 5f, false, , OneByte
641885154, 732273, 1, 15344, 65535, 32, 0, 41, 5f, false, 14-15, Unsolvable
28810767, 732273, 1, 15346, 65535, 32, 0, 61, 0, false, 14-15, Unsolvable
2546268510, 732273, 1, 15336, 65535, 288, 2, 4, 0, true, , OneByte
2546327019, 443069, 1, 15337, 65535, 32, 2, 30, 73, false, , OneByte
3623455343, 611506, 1, 15348, 65535, 32, 2, 31, 75, false, , OneByte
3623444882, 611506, 1, 15348, 65535, 32, 0, 31, 0, false, 14-15, Unsolvable
2546264649, 611506, 1, 15348, 65535, 288, 2, 4, 0, true, , OneByte
3623449733, 611506, 1, 15337, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 611506, 1, 15348, 65535, 34, 0, 6, 7, false, 14-15, Unsolvable
3623484944, 611506, 1, 15337, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 611506, 1, 15337, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
2717907822, 957788, 1, 15337, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
577234503, 199770, 1, 15337, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
1731703510, 199770, 1, 15337, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
1141667903, 114095, 1, 15337, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
1442106695, 443069, 1, 15339, 65535, 32, 2, 30, 73, false, , OneByte
2280487076, 443069, 1, 15339, 65535, 288, 2, 4d, 4d, true, , OneByte
3343731315, 443069, 1, 15340, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
3344377290, 443069, 1, 15340, 65535, 32, 2, 0, 0, true, , OneByte
3623487320, 443069, 1, 15340, 65535, 294, 2, 14, ff, true, , OneByte
1441259354, 272925, 1, 15342, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546394141, 272925, 1, 15364, 65535, 36, 2, ffffffee, 1a, true, , OneByte
3623465573, 272925, 1, 15364, 65535, 511, 2, 4f, 52, false, , OneByte
3623465573, 272925, 65537, 15364, 65535, 511, 2, 4f, 51, true, , OneByte
3623465573, 272925, 131073, 15364, 65535, 511, 2, 4f, 50, true, , OneByte
3623465573, 272925, 196609, 15360, 65535, 511, 2, 41, 4f, true, , OneByte
3623465573, 272925, 262145, 15342, 65535, 511, 2, 30, 41, true, , OneByte
3623465573, 272925, 327681, 15364, 65535, 511, 2, 4f, 53, false, , OneByte
3623465573, 272925, 393217, 15364, 65535, 511, 2, 4f, 54, true, , OneByte
3623465573, 272925, 458753, 15360, 65535, 511, 2, 41, 46, true, , OneByte
3623465573, 272925, 524289, 15360, 65535, 511, 2, 41, 44, true, , OneByte
3623465573, 272925, 589825, 15360, 65535, 511, 2, 41, 42, true, , OneByte
3623454353, 732273, 1, 15344, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 732273, 1, 15344, 65535, 294, 2, 90, ff, true, , OneByte
2280469355, 443069, 1, 15356, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 443069, 1, 15355, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 443069, 65537, 15356, 65535, 511, 2, 43, 53, true, , OneByte
3623479664, 272925, 1, 15360, 65535, 288, 2, 41, 41, false, , OneByte
4144043383, 272925, 1, 15363, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
3623479334, 272925, 1, 15364, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 272925, 1, 15366, 65535, 288, 2, 51, 52, false, , OneByte
3344215128, 272925, 1, 15370, 65535, 288, 2, 1, 0, true, , OneByte
1442106695, 856773, 1, 15372, 65535, 32, 2, 5f, 73, false, , OneByte
3623454353, 200239, 2, 15373, 65535, 288, 2, 0, 0, false, , OneByte
3623454419, 200239, 2, 15373, 65535, 294, 2, 90, ff, true, , OneByte
641885154, 200239, 3, 15373, 65535, 32, 2, 5f, 5f, false, , OneByte
28810767, 200239, 3, 15378, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 200239, 3, 15378, 65535, 288, 2, 4, 0, true, , OneByte
3623454353, 200239, 3, 15379, 65535, 288, 2, 0, 0, false, , OneByte
3623454419, 200239, 3, 15379, 65535, 294, 2, 90, ff, true, , OneByte
3623454353, 559721, 1, 15381, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 559721, 1, 15381, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 932480, 1, 15384, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 932480, 65537, 15385, 65535, 511, 2, 43, 53, true, , OneByte
3623454353, 116224, 1, 15387, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 116224, 1, 15387, 65535, 294, 2, 90, ff, true, , OneByte
3958384802, 233316, 1, 15389, 65535, 288, 1, 55, 55, false, 31-32, Unsolvable
3285220409, 233316, 1, 15389, 65535, 288, 1, 6c, 6c, false, 32-33, Unsolvable
3958388267, 233316, 1, 15391, 65535, 288, 1, 55, 55, false, 31-32, Unsolvable
3285230804, 233316, 1, 15391, 65535, 288, 1, 74, 74, false, 32-33, Unsolvable
3623454353, 396789, 1, 15392, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 396789, 1, 15392, 65535, 294, 2, 90, ff, true, , OneByte
3623454353, 49620, 1, 15394, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 49620, 1, 15394, 65535, 294, 2, 90, ff, true, , OneByte
3623479664, 202857, 1, 15397, 65535, 288, 2, 41, 41, true, , OneByte
4144043383, 202857, 1, 15401, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
2280487076, 1016656, 1, 15403, 65535, 288, 2, 4d, 4d, true, , OneByte
3623479334, 202857, 1, 15405, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 202857, 1, 15407, 65535, 288, 2, 51, 52, true, , OneByte
3623449733, 270642, 1, 15415, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 270642, 1, 15416, 65535, 34, 0, 6, 7, false, 14-15, Unsolvable
3623484944, 270642, 1, 15415, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 270642, 1, 15415, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
31024011, 538877, 1, 15415, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
3623454353, 964584, 1, 15419, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 964584, 1, 15419, 65535, 294, 2, 90, ff, true, , OneByte
1925655463, 15177, 1, 15422, 65535, 32, 2, 41, 42, false, , OneByte
86432302, 15177, 1, 15422, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
3623475044, 15177, 1, 15432, 65535, 511, 2, 68, 70, true, , OneByte
3623475044, 15177, 65537, 15422, 65535, 511, 2, 41, 68, true, , OneByte
3623475044, 15177, 131073, 15432, 65535, 511, 2, 68, 74, false, , OneByte
3623475044, 15177, 196609, 15432, 65535, 511, 2, 68, 6d, false, , OneByte
3623475044, 15177, 262145, 15432, 65535, 511, 2, 68, 79, false, , OneByte
3623475044, 15177, 327681, 15432, 65535, 511, 2, 68, 6f, false, , OneByte
3623475044, 15177, 393217, 15432, 65535, 511, 2, 68, 6a, false, , OneByte
3623475044, 15177, 458753, 15422, 65535, 511, 2, 41, 61, true, , OneByte
3623475044, 15177, 524289, 15432, 65535, 511, 2, 68, 73, false, , OneByte
3623475044, 15177, 589825, 15432, 65535, 511, 2, 68, 6c, false, , OneByte
3623475044, 15177, 655361, 15432, 65535, 511, 2, 68, 78, false, , OneByte
3623475044, 15177, 720897, 15432, 65535, 511, 2, 68, 6e, false, , OneByte
3623475044, 15177, 786433, 15432, 65535, 511, 2, 68, 69, false, , OneByte
3623475044, 15177, 851969, 15422, 65535, 511, 2, 41, 62, true, , OneByte
3623475044, 15177, 917505, 15422, 65535, 511, 2, 41, 63, true, , OneByte
1381347794, 546695, 2, 15423, 65535, 32, 2, 41, 45, false, , OneByte
1441259354, 708701, 3, 15423, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546394141, 708701, 3, 15423, 65535, 36, 2, ffffffe0, 1a, true, , OneByte
3623454353, 505352, 2, 15424, 65535, 288, 2, 0, 0, false, , OneByte
3623479664, 546695, 2, 15426, 65535, 288, 2, 41, 41, false, , OneByte
282175114, 546695, 2, 15427, 65535, 32, 2, 41, 45, false, , OneByte
1441259354, 594024, 2, 15427, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546394141, 594024, 2, 15438, 65535, 36, 2, ffffffee, 1a, true, , OneByte
3344215128, 708701, 2, 15434, 65535, 288, 2, 1, 0, false, , OneByte
3344215128, 594024, 2, 15439, 65535, 288, 2, 1, 0, false, , OneByte
3623454419, 178175, 2, 15440, 65535, 294, 2, 90, ff, true, , OneByte
3623449733, 320330, 1, 15441, 65535, 288, 2, 30, 30, true, , OneByte
2280431438, 320330, 1, 15443, 65535, 32, 2, 75, 5f, false, , OneByte
3623455541, 320330, 1, 15447, 65535, 34, 0, 6, 8, false, 13-14, Unsolvable
3623484944, 320330, 1, 15442, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 320330, 1, 15441, 65535, 288, 2, 0, 0, true, , OneByte
1685076539, 436627, 1, 15441, 65535, 36, 2, 5, 6, true, , OneByte
1141667903, 519804, 1, 15441, 65535, 36, 2, 5, 6, true, , OneByte
1442710793, 519804, 1, 15441, 2, 16418, 0, 14, 0, true, 13-14&14-15, Offset
1685076539, 436627, 2, 15441, 65535, 36, 2, 6, 6, true, , OneByte
1141667903, 519804, 2, 15441, 65535, 36, 2, 6, 6, true, , OneByte
3623445410, 320330, 1, 15443, 65535, 32, 2, 0, 0, true, , OneByte
1645617483, 1042987, 1, 15444, 65535, 32, 2, 75, 5f, true, , OneByte
641885154, 1042987, 1, 15444, 65535, 32, 0, 75, 5f, false, 14-15, Unsolvable
28810767, 1042987, 1, 15452, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546268510, 1042987, 1, 15444, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 1042987, 1, 15444, 65535, 288, 2, 8, 0, true, , OneByte
2280400055, 320330, 1, 15446, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
31024011, 750917, 1, 15449, 65535, 36, 1, 5, 6, false, 13-14, Unsolvable
2546232870, 750917, 2, 15449, 2, 288, 0, 77, 0, false, 13-14&14-15, Offset
3623458478, 750917, 2, 15449, 2, 511, 0, 77, 43, false, 13-14&14-15, Offset
3623458478, 750917, 65538, 15449, 2, 511, 0, 77, 4e, false, 13-14&14-15, Offset
3623458478, 750917, 131074, 15449, 2, 511, 0, 77, 4d, false, 13-14&14-15, Offset
3623458478, 750917, 196610, 15449, 2, 511, 0, 77, 58, false, 13-14&14-15, Offset
3623458478, 750917, 262146, 15449, 2, 511, 0, 77, 59, false, 13-14&14-15, Offset
3623458478, 750917, 327682, 15449, 2, 511, 0, 77, 49, false, 13-14&14-15, Offset
3623458478, 750917, 393218, 15449, 2, 511, 0, 77, 42, false, 13-14&14-15, Offset
3623454419, 1042987, 1, 15452, 65535, 294, 2, 90, ff, true, , OneByte
2546327019, 614586, 1, 15453, 65535, 32, 2, 61, 73, false, , OneByte
3623455343, 456373, 1, 15457, 65535, 32, 2, 30, 75, false, , OneByte
3623444882, 456373, 1, 15457, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546264649, 456373, 1, 15453, 65535, 288, 2, 0, 0, true, , OneByte
1645617483, 579645, 1, 15455, 65535, 32, 2, 61, 5f, false, , OneByte
641885154, 579645, 1, 15463, 65535, 32, 0, 41, 5f, false, 14-15, Unsolvable
28810767, 579645, 1, 15463, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546268510, 579645, 1, 15455, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 579645, 1, 15455, 65535, 288, 2, 8, 0, true, , OneByte
3623449733, 456373, 1, 15457, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 456373, 1, 15457, 65535, 34, 0, 6, 6, false, 14-15, Unsolvable
3623484944, 456373, 1, 15457, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 456373, 1, 15457, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
180451918, 519804, 1, 15457, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
60150639, 519804, 1, 15457, 65535, 36, 2, 6, 6, true, , OneByte
779208346, 238461, 1, 15457, 65535, 36, 2, 6, 6, true, , OneByte
2337625039, 238461, 1, 15457, 65535, 36, 2, 6, 6, true, , OneByte
31024011, 614586, 1, 15457, 65535, 36, 2, 6, 6, true, , OneByte
1624067266, 519804, 1, 15457, 65535, 36, 0, 6, 6, false, 14-15, Unsolvable
3623454419, 579645, 1, 15463, 65535, 294, 2, 90, ff, true, , OneByte
2546232870, 785564, 1, 15465, 65535, 32, 0, 75, 0, false, 14-15, Unsolvable
3623458478, 785564, 1, 15465, 65535, 511, 2, 75, 43, true, , OneByte
3623458478, 785564, 65537, 15465, 65535, 511, 2, 75, 4e, true, , OneByte
3623458478, 785564, 131073, 15465, 65535, 511, 2, 75, 4d, true, , OneByte
3623458478, 785564, 196609, 15465, 65535, 511, 2, 75, 58, true, , OneByte
3623458478, 785564, 262145, 15465, 65535, 511, 2, 75, 59, true, , OneByte
3623458478, 785564, 327681, 15465, 65535, 511, 2, 75, 49, true, , OneByte
3623458478, 785564, 393217, 15465, 65535, 511, 2, 75, 42, true, , OneByte
1442106695, 614586, 1, 15466, 65535, 32, 2, 75, 73, false, , OneByte
2280487076, 614586, 1, 15466, 65535, 288, 2, 4d, 4d, true, , OneByte
3343731315, 614586, 1, 15467, 65535, 32, 0, 75, 0, false, 14-15, Unsolvable
3344377290, 614586, 1, 15467, 65535, 32, 2, 8, 0, true, , OneByte
2280469355, 614586, 1, 15467, 65535, 294, 2, 18, ff, true, , OneByte
2280487076, 785564, 1, 15474, 65535, 288, 2, 4d, 4d, true, , OneByte
3623487320, 614586, 1, 15483, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 614586, 1, 15483, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 614586, 65537, 15483, 65535, 511, 2, 41, 53, true, , OneByte
1645617483, 744343, 1, 15494, 65535, 32, 2, 75, 5f, false, , OneByte
641885154, 744343, 1, 15494, 65535, 32, 0, 75, 5f, false, 14-15, Unsolvable
28810767, 744343, 1, 15494, 65535, 32, 0, 75, 0, false, 14-15, Unsolvable
2546268510, 744343, 1, 15494, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 744343, 1, 15494, 65535, 288, 2, 8, 0, true, , OneByte
3623454419, 744343, 1, 15498, 65535, 294, 2, 90, ff, true, , OneByte
3623454353, 144422, 1, 15500, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 144422, 1, 15500, 65535, 294, 2, 90, ff, true, , OneByte
1645617483, 972330, 1, 15502, 65535, 32, 2, 75, 5f, false, , OneByte
641885154, 972330, 1, 15502, 65535, 32, 0, 75, 5f, false, 14-15, Unsolvable
28810767, 972330, 1, 15502, 65535, 32, 0, 75, 0, false, 14-15, Unsolvable
2546268510, 972330, 1, 15502, 65535, 288, 2, 0, 0, false, , OneByte
3623454353, 972330, 1, 15502, 65535, 288, 2, 8, 0, true, , OneByte
1645617483, 433559, 1, 15503, 65535, 32, 2, 75, 5f, false, , OneByte
641885154, 433559, 1, 15508, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 433559, 1, 15508, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 433559, 1, 15503, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 433559, 1, 15503, 65535, 288, 2, 8, 0, true, , OneByte
3623454419, 972330, 1, 15505, 65535, 294, 2, 90, ff, true, , OneByte
3623454419, 433559, 1, 15509, 65535, 294, 2, 90, ff, true, , OneByte
641885154, 250956, 1, 15514, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 250956, 1, 15515, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546268510, 250956, 1, 15514, 65535, 288, 2, 4, 0, true, , OneByte
3623454353, 250956, 1, 15515, 65535, 288, 2, 0, 0, false, , OneByte
3623454419, 250956, 1, 15515, 65535, 294, 2, 90, ff, true, , OneByte
641885154, 761841, 1, 15517, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 761841, 1, 15520, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546268510, 761841, 1, 15517, 65535, 288, 2, 4, 0, true, , OneByte
1645617483, 143281, 1, 15519, 65535, 32, 2, 75, 5f, false, , OneByte
641885154, 143281, 1, 15519, 65535, 32, 0, 75, 5f, false, 14-15, Unsolvable
28810767, 143281, 1, 15519, 65535, 32, 0, 75, 0, false, 14-15, Unsolvable
2546268510, 143281, 1, 15519, 65535, 288, 2, 0, 0, true, , OneByte
3623454353, 143281, 1, 15519, 65535, 288, 2, 8, 0, true, , OneByte
3623454353, 761841, 1, 15520, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 761841, 1, 15520, 65535, 294, 2, 90, ff, true, , OneByte
3623454419, 143281, 1, 15524, 65535, 294, 2, 90, ff, true, , OneByte
3623466332, 775996, 1, 15530, 65535, 288, 2, 0, 0, false, , OneByte
31024011, 511731, 1, 15546, 65535, 36, 2, 6, 6, false, , OneByte
1645617483, 56925, 1, 15531, 65535, 32, 2, 5f, 5f, false, , OneByte
641885154, 56925, 1, 15534, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 56925, 1, 15535, 65535, 32, 0, 41, 0, false, 14-15, Unsolvable
2546268510, 56925, 1, 15534, 65535, 288, 2, 4, 0, true, , OneByte
3623454353, 56925, 1, 15535, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 56925, 1, 15535, 65535, 294, 2, 90, ff, true, , OneByte
2280487076, 631490, 1, 15540, 65535, 288, 2, 4d, 4d, true, , OneByte
2936652083, 470020, 1, 15543, 65535, 288, 0, 59, 70, false, 14-15, Unsolvable
220021658, 470020, 1, 15543, 65535, 288, 0, 59, 4c, false, 14-15, Unsolvable
2280400055, 775996, 1, 15545, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
3623479664, 345130, 1, 15548, 65535, 288, 2, 41, 41, false, , OneByte
4144043383, 345130, 1, 15551, 65535, 288, 0, 46, 75, false, 14-15, Unsolvable
3623479334, 345130, 1, 15553, 65535, 288, 2, 4f, 50, true, , OneByte
3623479103, 345130, 1, 15555, 65535, 288, 2, 51, 52, true, , OneByte
3623449733, 876869, 1, 15560, 65535, 288, 2, 30, 30, true, , OneByte
3623455541, 876869, 1, 15560, 65535, 34, 0, 6, 6, false, 14-15, Unsolvable
3623484944, 876869, 1, 15560, 65535, 34, 2, 6, 6, true, , OneByte
3623466332, 876869, 1, 15560, 65535, 288, 1, 0, 0, false, 14-15, Unsolvable
151029987, 629605, 1, 15564, 65535, 32, 2, 35, 47, false, , OneByte
3842195558, 747917, 1, 15570, 65535, 32, 2, 43, 45, true, , OneByte
1359269887, 992396, 1, 15564, 65535, 32, 2, 35, 42, true, , OneByte
4077809662, 992396, 1, 15570, 65535, 32, 2, 43, 49, false, , OneByte
2546232870, 386891, 1, 15570, 65535, 32, 0, 43, 0, false, 13-14, Unsolvable
3623458478, 386891, 1, 15564, 65535, 511, 2, 35, 43, true, , OneByte
3623458478, 386891, 65537, 15570, 65535, 511, 2, 43, 4e, true, , OneByte
3623458478, 386891, 131073, 15570, 65535, 511, 2, 43, 4d, true, , OneByte
3623458478, 386891, 196609, 15570, 65535, 511, 2, 43, 58, true, , OneByte
3623458478, 386891, 262145, 15570, 65535, 511, 2, 43, 59, true, , OneByte
3623458478, 386891, 327681, 15570, 65535, 511, 0, 43, 49, false, 13-14, Unsolvable
3623458478, 386891, 393217, 15570, 65535, 511, 0, 43, 42, false, 13-14, Unsolvable
1442106695, 520884, 1, 15565, 65535, 32, 2, 35, 73, false, , OneByte
3343731315, 520884, 1, 15566, 65535, 32, 0, 35, 0, false, 13-14, Unsolvable
3344377290, 520884, 1, 15580, 65535, 32, 2, 0, 0, true, , OneByte
3623487320, 520884, 1, 15566, 65535, 294, 2, 14, ff, true, , OneByte
94058371, 747917, 1, 15567, 65535, 32, 2, 35, 4c, false, , OneByte
282175114, 747917, 1, 15568, 65535, 32, 2, 35, 45, false, , OneByte
2280487076, 386891, 1, 15574, 65535, 288, 2, 4d, 4d, true, , OneByte
2936652083, 747917, 1, 15577, 65535, 288, 0, 59, 70, false, 13-14, Unsolvable
220021658, 747917, 1, 15577, 65535, 288, 0, 59, 4c, false, 13-14, Unsolvable
2280469355, 520884, 1, 15580, 65535, 294, 2, 90, ff, true, , OneByte
3623468114, 520884, 1, 15580, 65535, 511, 2, 41, 43, true, , OneByte
3623468114, 520884, 65537, 15580, 65535, 511, 2, 41, 53, true, , OneByte
1645617483, 126865, 1, 15590, 65535, 32, 2, 5f, 5f, false, , OneByte
641885154, 614893, 2, 15592, 65535, 32, 2, 5f, 5f, false, , OneByte
2280502718, 304452, 1, 15592, 65535, 288, 0, 31, 0, false, 13-14, Unsolvable
3623461778, 304452, 1, 15608, 65535, 34, 2, 10, 1, true, , OneByte
3623477024, 304452, 1, 15608, 65535, 36, 2, 10, 2, true, , OneByte
2280496481, 304452, 1, 15592, 65535, 288, 2, 2, 31, true, , OneByte
2280496481, 304452, 2, 15592, 65535, 288, 2, 3, 31, true, , OneByte
2280496481, 304452, 3, 15592, 65535, 288, 2, 4, 31, true, , OneByte
2280496481, 304452, 4, 15592, 65535, 288, 2, 5, 31, true, , OneByte
2280496481, 304452, 5, 15592, 65535, 288, 2, 6, 31, true, , OneByte
2280496481, 304452, 6, 15608, 65535, 288, 2, 7, 10, false, , OneByte
2280496481, 304452, 7, 15592, 65535, 288, 2, 8, 31, true, , OneByte
2280496481, 304452, 8, 15592, 65535, 288, 2, 9, 31, true, , OneByte
2280496481, 304452, 9, 15592, 65535, 288, 2, a, 31, true, , OneByte
2280496481, 304452, 10, 15608, 65535, 288, 2, b, 10, false, , OneByte
2280496481, 304452, 11, 15608, 65535, 288, 2, c, 10, false, , OneByte
2280496481, 304452, 12, 15608, 65535, 288, 2, d, 10, false, , OneByte
2280496481, 304452, 13, 15608, 65535, 288, 2, e, 10, false, , OneByte
2280496481, 304452, 14, 15608, 65535, 288, 2, f, 10, false, , OneByte
2280496481, 304452, 15, 15603, 65535, 288, 2, 10, 26, true, , OneByte
2280496481, 304452, 16, 15603, 65535, 288, 2, 11, 26, true, , OneByte
641885154, 126865, 1, 15593, 65535, 32, 0, 30, 5f, false, 14-15, Unsolvable
28810767, 614893, 2, 15618, 65535, 32, 0, 30, 0, false, 14-15, Unsolvable
2546268510, 614893, 2, 15594, 65535, 288, 2, 4, 0, true, , OneByte
3623454353, 614893, 2, 15617, 65535, 288, 2, 0, 0, false, , OneByte
3623454419, 614893, 2, 15617, 65535, 294, 2, 90, ff, true, , OneByte
900143235, 511027, 1, 15619, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2700429706, 511027, 1, 15619, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3806321823, 511027, 1, 15619, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
31024011, 921225, 1, 15648, 65535, 36, 1, 5, 6, false, 13-14, Unsolvable
2546232870, 921225, 1, 15648, 2, 288, 0, 4e, 0, false, 13-14&14-15, Offset
3623458478, 921225, 1, 15621, 65535, 511, 2, 43, 43, true, 13-14&14-15, Offset
3623458478, 921225, 65537, 15640, 65535, 511, 2, 47, 4e, true, , Offset
3623458478, 921225, 131073, 15648, 65535, 511, 2, 4e, 4d, true, , Offset
3623458478, 921225, 196609, 15648, 2, 511, 0, 4e, 58, false, 13-14&14-15, Offset
3623458478, 921225, 262145, 15648, 2, 511, 0, 4e, 59, false, 13-14&14-15, Offset
3623458478, 921225, 327681, 15648, 65535, 511, 2, 4e, 49, true, , Offset
3623458478, 921225, 393217, 15648, 2, 511, 0, 4e, 42, false, 13-14&14-15, Offset
93072034, 921225, 1, 15621, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3623453990, 104582, 1, 15621, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2280427379, 104582, 1, 15621, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
900143235, 1016123, 1, 15622, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
2700429706, 1016123, 1, 15622, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3806321823, 1016123, 1, 15622, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
3623454353, 89034, 1, 15623, 65535, 288, 2, 0, 0, true, , OneByte
3623454419, 89034, 1, 15623, 65535, 294, 2, 90, ff, true, , OneByte
3369389687, 26456, 1, 15624, 65535, 36, 0, 6, 6, false, 13-14, Unsolvable
